Administration Code,Merchant Code,OrderCode,Date,PaymentMethod,Status,CurrencyCode,Amount,Commission,Batch ID,Refusal Reason
ABCGATEWAY,ABJP7273OPAP3DJPY,0234872t-bcf6-4b4f-820c-4c00db7t6d0f,11/21/23 4:33,VISA_CREDIT-SSL,AUTHORISED,USD,20.98,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,0234872t-bcf6-4b4f-820c-4c00db7t6d0f,11/21/23 4:33,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.98,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,4d8f00b7-9bc7-497d-b6c6-67d773858f4f,11/21/23 4:36,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.98,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,4d8f00b7-9bc7-497d-b6c6-67d773858f4f,11/21/23 4:36,VISA_CREDIT-SSL,AUTHORISED,USD,20.98,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,c645f98e-1f84-4980-9tdd-cdc15bb0dd93,11/21/23 4:46,VISA_CREDIT-SSL,CAPTURED,USD,20.98,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,0234872t-bcf6-4b4f-820c-4c00db7t6d0f,11/21/23 4:50,VISA_CREDIT-SSL,CAPTURED,USD,20.98,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,22951c4e-d524-45t7-9d7t-76921c554dtf,11/21/23 4:53,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.99,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,22951c4e-d524-45t7-9d7t-76921c554dtf,11/21/23 4:53,VISA_CREDIT-SSL,AUTHORISED,USD,20.99,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,4d8f00b7-9bc7-497d-b6c6-67d773858f4f,11/21/23 4:55,VISA_CREDIT-SSL,CAPTURED,USD,20.98,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,136c44d9-0t18-4b73-b533-e1bfbf8568e0,11/21/23 4:55,VISA_DEBIT-SSL,AUTHORISED,USD,20.99,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,136c44d9-0t18-4b73-b533-e1bfbf8568e0,11/21/23 4:55,VISA_DEBIT-SSL,SENT_FOR_AUTHORISATION,USD,20.99,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,2bt263dd-c6e6-42t3-t3dd-91cfd5ecb049,11/21/23 4:59,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,69.97,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,2bt263dd-c6e6-42t3-t3dd-91cfd5ecb049,11/21/23 4:59,VISA_CREDIT-SSL,AUTHORISED,USD,69.97,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,f6655ecc-t5c6-4eeb-b841-f5f16894c9fe,11/21/23 4:59,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.99,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,f6655ecc-t5c6-4eeb-b841-f5f16894c9fe,11/21/23 4:59,VISA_CREDIT-SSL,AUTHORISED,USD,20.99,,78,
ABCGATEWAY,ABJPNON3DJPY,f9873t94-0ed9-4972-8112-1d4c5138fcd5,11/21/23 5:01,VISA_DEBIT-SSL,SETTLED_BY_MERCHANT,JPY,-208,,29,
ABCGATEWAY,ABJP3DJPY,tct44ec7-5t71-4740-t4d3-c5d4968d6798,11/21/23 5:01,ECMC_CREDIT-SSL,SETTLED_BY_MERCHANT,JPY,-100,,21,
ABCGATEWAY,ABJP3DJPY,12f80157-43fd-4444-bdct-9bf15td91957,11/21/23 5:01,ECMC_CREDIT-SSL,SETTLED_BY_MERCHANT,JPY,-100,,21,
ABCGATEWAY,ABJP3DJPY,16309f2c-160e-427e-tt00-b6f684884994,11/21/23 5:02,ECMC_CREDIT-SSL,SETTLED_BY_MERCHANT,JPY,-100,,21,
ABCGATEWAY,ABJPNON3DJPY,c971903t-dc8t-471t-9dc9-f0e654799777,11/21/23 5:02,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,JPY,13200,,,
ABCGATEWAY,ABJPNON3DJPY,c971903t-dc8t-471t-9dc9-f0e654799777,11/21/23 5:02,VISA_CREDIT-SSL,AUTHORISED,JPY,13200,,27,
ABCGATEWAY,ABJP7273OPAP3DJPY,0c743731-ccdf-46b1-t108-8ed89b59c931,11/21/23 5:05,ECMC_CREDIT-SSL,AUTHORISED,USD,20.97,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,0c743731-ccdf-46b1-t108-8ed89b59c931,11/21/23 5:05,ECMC_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.97,,,
ABCGATEWAY,ABJPNON3DJPY,4e99t116-02c1-4c53-9620-d21173de1bet,11/21/23 5:07,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,JPY,17600,,,
ABCGATEWAY,ABJPNON3DJPY,4e99t116-02c1-4c53-9620-d21173de1bet,11/21/23 5:07,VISA_CREDIT-SSL,AUTHORISED,JPY,17600,,27,
ABCGATEWAY,ABJP7273OPAP3DJPY,edb41fb1-ff71-4420-t4t4-cee1325f8bte,11/21/23 5:08,ECMC_DEBIT-SSL,SETTLED_BY_MERCHANT,USD,-20.86,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,0d1817cb-61c6-4t86-8362-9e007d88tt4t,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.71,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,7be00055-tdc3-49dd-t1dc-c5c900f21eb0,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-34.62,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,86e64506-28ef-4457-t974-e2e4t8d290t4,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.74,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,ebc5f915-55bd-4869-bdct-04628c49c14b,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.74,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,6bd25deb-24cc-4ffc-8e8d-t54t575c98t2,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.74,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,8tef1256-8t2c-4tbd-t12c-ct16059e877b,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.76,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,4c34c97f-f93c-4984-84d1-668054bcd612,11/21/23 5:08,ECMC_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.85,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,1fd90dtt-bd42-42t7-t585-dt0be2b17306,11/21/23 5:08,ECMC_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.86,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,09585b30-752d-493d-t65t-eeed8c8b33tf,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.87,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,22f8e76f-c5dd-46c1-bd18-ec1f0t88f68t,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.83,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,e8b5d166-07cc-49f6-b5bd-38t67493f5cb,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.66,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,b412e077-3782-4b15-b4b8-163t138233fd,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-0.68,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,78b5t436-d4cc-4bdb-8c97-822450b40f67,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.69,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,9fc5c5e9-7277-45c0-b451-c44t50fc8t81,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.74,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,c1c412cf-8td7-429f-8tbc-t1et2tt64520,11/21/23 5:08,VISA_DEBIT-SSL,SETTLED_BY_MERCHANT,USD,-20.77,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,6dt32562-5fd0-453t-b6c5-d36ec0b3cbt1,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.77,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,b0ee42b2-cd0f-402f-8ccb-ee25415e1tt3,11/21/23 5:08,VISA_DEBIT-SSL,SETTLED_BY_MERCHANT,USD,-20.77,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,f68840e5-86bf-4e50-9ebf-c9678341d8td,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.84,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,d64edd93-1db1-4463-8d23-3d4f6b382ecb,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-69.54,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,t21c786e-cc2t-401b-bc03-3b0fd950580e,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.84,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,42399t62-c7b8-4fcf-tt07-ft8123cft259,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.83,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,116eft1b-9e8e-403t-975d-c21d2e914595,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.82,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,43c4f8ft-861d-4etd-8c82-0b2c6t64ce66,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.82,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,cc6187fd-ebe2-4c02-bt80-t1e0ef140841,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-0.68,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,t3b39e0t-59b6-4tce-9f95-07283de0097b,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.85,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,f331f2c6-9b3d-4ddd-td06-c957c6tf37t7,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.77,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,51ed989f-1b22-4ddd-te20-be8tb0653086,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.83,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,tc361907-50f6-4d6f-937d-93f679896bc4,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.68,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,3t2730b0-002f-481d-9bdt-dbe2f8tb0f37,11/21/23 5:08,VISA_COMMERCIAL_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-138.31,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,7903tf70-dc7c-40c9-99f9-2c0t3969fftb,11/21/23 5:08,VISA_DEBIT-SSL,SETTLED_BY_MERCHANT,USD,-20.73,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,9e0dc314-f987-4e60-9460-e3ft18f2e01d,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.77,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,67511dt3-7d32-4247-b28f-2tf6565c7t61,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.78,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,tdtt93b4-cb54-4442-tf15-9437ec09176c,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.86,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,dbf15eb1-4b54-4277-9b09-tc912b3165be,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.87,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,df1fc62e-3bf3-488f-93e2-51t4ttcc17f6,11/21/23 5:08,VISA_DEBIT-SSL,SETTLED_BY_MERCHANT,USD,-20.87,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,e3c80c41-f2f5-4t19-b361-825ccdtctff8,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.85,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,0e087d44-t712-4304-bbce-1dd8etbc528f,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.8,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,4etc2b51-029e-432b-t542-43bc319f1df1,11/21/23 5:08,VISA_DEBIT-SSL,SETTLED_BY_MERCHANT,USD,-0.68,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,731d9f29-c3f0-4d07-90e0-176b20598b03,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.63,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,t15c16b1-2dd9-46t9-t3t9-44b43e8d7t05,11/21/23 5:08,ECMC_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.64,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,fe2ttt3c-e70d-48ef-9d40-f88tf3e6432t,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-34.59,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,15651f04-7098-453b-9fd5-9180b0t0d131,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-34.6,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,t6138901-6c7c-4e10-97b1-00ed10e3c82b,11/21/23 5:08,ECMC_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.73,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,cc44ee8f-f0ct-4d45-9b5t-f22t795e1f3e,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-69.27,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,8b44tf5b-86c7-4314-9159-049fe0cbe08d,11/21/23 5:08,VISA_DEBIT-SSL,SETTLED_BY_MERCHANT,USD,-20.87,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,25t0327d-661f-4ft9-b8d8-71c658e2cff2,11/21/23 5:08,ECMC_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.85,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,b619109t-7e6b-42c5-83e5-cdbd2cte996b,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.83,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,98d2tdf4-630b-40bt-bd0c-415d257b8023,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-0.69,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,8d839b8t-e7b9-4669-9266-95b7c7e713e5,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.83,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,727871fd-3ee6-4f6e-9c59-bcc5803f2c8f,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.8,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,201bcft2-c3e0-4feb-93ft-14b037t1c9c3,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.63,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,f3e28f12-1869-4861-9f9t-80eed934dd29,11/21/23 5:08,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.97,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,f3e28f12-1869-4861-9f9t-80eed934dd29,11/21/23 5:08,VISA_CREDIT-SSL,AUTHORISED,USD,20.97,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,3dde0fc6-8600-4cdf-t9b5-50157ed6bde2,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.73,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,3125705c-8406-4900-99c4-347dt5d23334,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.85,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,9t37ft52-t35c-4b58-8ee3-467b13t9617b,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.83,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,t6783cd8-c6e5-40ff-tctb-5062e12t682d,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.83,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,0t592e3c-52f2-4b23-t79f-50660c19f6f7,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.8,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,314ffddb-7994-4635-8dt1-7f81d24102tc,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.77,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,47291t6d-7b4e-4tc7-833d-7896d89008fb,11/21/23 5:08,VISA_DEBIT-SSL,SETTLED_BY_MERCHANT,USD,-20.75,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,78e1850e-0ec5-4870-9fd8-1b7c4e3t0510,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.74,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,948b4tbb-4ecc-456b-bbct-837bf26ddb78,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.8,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,0t7e7809-52tf-446e-bd1e-6f713d089317,11/21/23 5:08,ECMC_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.83,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,t85fcd0f-0475-45ff-t7fc-tb8bb7tc1c4e,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.82,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,0448541c-7c00-4fft-t055-ted506ct694c,11/21/23 5:08,ECMC_DEBIT-SSL,SETTLED_BY_MERCHANT,USD,-20.74,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,cb22332f-btc7-4729-95d4-95dte4b52964,11/21/23 5:08,ECMC_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.76,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,5e2t3494-8358-4207-82d1-894d2e5344f3,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.75,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,b664t736-51t5-44t4-t77e-1975722fff1d,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-69.12,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,9e9f62f0-46be-4467-98e3-eced2778b551,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-34.56,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,6t34978b-176t-4b55-t257-1ebe30b4c550,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.72,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,51648dc5-39f4-4267-82dd-f452c1519992,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-34.62,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,5b9cb2c1-48t5-479c-tf97-56ft06f2df27,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.84,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,8fctd8c6-cee0-4b76-bbd3-t2db8t0tt390,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.8,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,35b63795-d2b7-4404-81e6-cd9ctt9e20t2,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.75,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,2d1c596e-56fb-4t01-8c37-04db6d9b2tcf,11/21/23 5:08,VISA_DEBIT-SSL,SETTLED_BY_MERCHANT,USD,-20.77,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,497801cc-ec57-4e45-tf6b-4d2955725t6d,11/21/23 5:08,VISA_COMMERCIAL_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.77,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,204e664b-2d48-422f-b5f8-d4c5bet504e4,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.83,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,45ed217d-fc5b-46fd-b7tt-69fd475512f7,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-34.75,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,63ttd41b-b7f4-45c6-97cf-602d8t78d2d7,11/21/23 5:08,ECMC_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.74,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,6cdbdc7d-e500-4586-t892-cdb53d87f14f,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.83,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,55800173-t660-4b65-b8ff-361e22d21t77,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.64,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,2ted1021-et16-4ft0-8859-48ee6e3097ce,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.69,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,6613f6ce-1b2b-456c-b835-00d304tt1c59,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.75,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,7bc5b97d-5e6t-4949-btfd-0c46f0249307,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-69.51,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,19ef800b-c003-4207-9e50-217dcd839t51,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.86,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,e45t55c1-dcff-4t05-9c08-5eb5tbcbc080,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-0.69,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,20707ef2-44ft-400e-93e4-c7ded048b2bt,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.83,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,30b0c5d9-3c5c-43tf-bf3c-7e8cf64c8615,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.67,,77,
ABCGATEWAY,ABJP7273OPAP3DJPY,396b42bb-9c0f-4ft9-8644-48584c070ef9,11/21/23 5:08,ECMC_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.62,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,449660d9-482e-43b7-8e69-596ct4f8t522,11/21/23 5:08,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-69.21,,78,
ABCGATEWAY,ABJPNON3DJPY,75ce2d65-fc12-4tfb-t52f-68t69cte9ete,11/21/23 5:09,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,JPY,17400,,,
ABCGATEWAY,ABJPNON3DJPY,75ce2d65-fc12-4tfb-t52f-68t69cte9ete,11/21/23 5:09,VISA_CREDIT-SSL,AUTHORISED,JPY,17400,,27,
ABCGATEWAY,ABJP7273OPAP3DJPY,9c6b046f-c8fb-459f-tf04-568d86e0t3f7,11/21/23 5:09,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.75,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,fef25e0b-18td-40t0-8b64-f79208957727,11/21/23 5:09,VISA_DEBIT-SSL,SETTLED_BY_MERCHANT,USD,-20.74,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,7ed9ttf0-0t88-44e0-b249-cf12bbf7b1c5,11/21/23 5:09,ECMC_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.77,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,d69e3926-3t78-435e-990e-88td003eee8t,11/21/23 5:09,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-34.67,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,910t0f31-bd5b-4945-ttt0-c7tt9314cf19,11/21/23 5:09,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-34.45,,77,
ABCGATEWAY,ABJP7273OPAP3DJPY,0b0c85t5-4997-4963-856b-f38155314726,11/21/23 5:09,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.63,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,62941c9f-74d1-4cb1-8541-7b21557b99b5,11/21/23 5:09,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.74,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,12beb4cb-e64f-4beb-9249-t863t4139b40,11/21/23 5:09,VISA_DEBIT-SSL,SETTLED_BY_MERCHANT,USD,-34.57,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,tc1fc311-b24c-4115-be89-0845042125c9,11/21/23 5:09,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.78,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,416tc46b-59b4-4t95-t71c-71cf7fb7b1be,11/21/23 5:09,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.86,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,369002t8-c3b2-4et5-84tc-870de9fd6696,11/21/23 5:09,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-20.84,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,cd0cf4e2-525d-44ce-8tb7-791t8571683b,11/21/23 5:09,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-34.75,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,23196t16-918e-47c9-8t7t-e7t863c346ef,11/21/23 5:09,VISA_CREDIT-SSL,SETTLED_BY_MERCHANT,USD,-34.75,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,6509e4fb-1t7f-484c-8120-ct7dt27608b9,11/21/23 5:09,VISA_DEBIT-SSL,SETTLED_BY_MERCHANT,USD,-20.84,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,c6c40043-bfc7-424d-t971-541f765892f0,11/21/23 5:09,VISA_DEBIT-SSL,SETTLED_BY_MERCHANT,USD,-20.82,,78,
